,set,artist,song,vox_type,start,stop,lyrics,spk_id,utt_id,mix_file,vox_file,sr
336,train,Alexander Ross,Velvet Curtain,c,0456,0460,VELVET CURTAIN DOWN,Alexander_-Velvet_Cur,Alexander_-Velvet_Cur-0000336,db/musdbhq_mono/train/Alexander_Ross_-_Velvet_Curtain/mixture.wav,db/musdbhq_mono/train/Alexander_Ross_-_Velvet_Curtain/vocals.wav,44100
337,train,Alexander Ross,Velvet Curtain,c,0460,0492,<UNK>,Alexander_-Velvet_Cur,Alexander_-Velvet_Cur-0000337,db/musdbhq_mono/train/Alexander_Ross_-_Velvet_Curtain/mixture.wav,db/musdbhq_mono/train/Alexander_Ross_-_Velvet_Curtain/vocals.wav,44100
338,train,Angela Thomas Wade,Milk Cow Blues,d,0000,0008,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000338,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
339,train,Angela Thomas Wade,Milk Cow Blues,d,0008,0015,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000339,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
340,train,Angela Thomas Wade,Milk Cow Blues,d,0015,0023,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000340,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
341,train,Angela Thomas Wade,Milk Cow Blues,d,0023,0029,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000341,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
342,train,Angela Thomas Wade,Milk Cow Blues,a,0029,0036,WELL I WOKE UP THIS MORNING' LOOKED OUT MY DOOR I,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000342,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
343,train,Angela Thomas Wade,Milk Cow Blues,a,0035,0043,I COULD TELL MY MILK COW I COULD TELL BY THE WAY SHE LOWS IF YOU SEE MY MILK COW,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000343,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
344,train,Angela Thomas Wade,Milk Cow Blues,a,0043,0048,PLEASE DRIVE HER ON HOME,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000344,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
345,train,Angela Thomas Wade,Milk Cow Blues,a,0048,0058,CAUSE I AIN'T HAD NO MILK AND BUTTER SINCE THAT COW'S BEEN GONE,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000345,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
346,train,Angela Thomas Wade,Milk Cow Blues,a,0058,0062,OH WELL YOU'VE GOTTA TREAT ME RIGHT BABY,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000346,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
347,train,Angela Thomas Wade,Milk Cow Blues,a,0062,0071,DAY BY DAY GET OUT YOUR LITTLE PRAYER BOOK GET DOWN UPON YOUR KNEES AND PRAY CAUSE YOU'RE GONNA NEED ME,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000347,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
348,train,Angela Thomas Wade,Milk Cow Blues,a,0071,0077,YOU'RE GONNA NEED MY HELP SOMEDAY,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000348,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
349,train,Angela Thomas Wade,Milk Cow Blues,a,0077,0086,OH YOU'RE GOING TO BE ONE DRAIN WHY YOU TREATED ME THIS WAY,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000349,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
350,train,Angela Thomas Wade,Milk Cow Blues,d,0087,0096,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000350,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
351,train,Angela Thomas Wade,Milk Cow Blues,d,0096,0104,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000351,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
352,train,Angela Thomas Wade,Milk Cow Blues,d,0104,0110,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000352,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
353,train,Angela Thomas Wade,Milk Cow Blues,d,0110,0115,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000353,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
354,train,Angela Thomas Wade,Milk Cow Blues,a,0115,0124,SAIL ON SAIL ON SAIL ON LITTLE GUY SAIL ON,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000354,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
355,train,Angela Thomas Wade,Milk Cow Blues,a,0124,0134,YEAH YEAH SAIL SAIL ON SAIL ON SAIL ON LITTLE GUY SAIL ON,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000355,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
356,train,Angela Thomas Wade,Milk Cow Blues,a,0134,0144,WHY DON'T YOU KEEP RIGHT ON TO SAILING TILL YOU LOSE YOUR HAPPY HOME,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000356,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
357,train,Angela Thomas Wade,Milk Cow Blues,d,0144,0154,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000357,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
358,train,Angela Thomas Wade,Milk Cow Blues,d,0154,0161,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000358,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
359,train,Angela Thomas Wade,Milk Cow Blues,d,0161,0172,<NO_VOX>,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000359,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
360,train,Angela Thomas Wade,Milk Cow Blues,a,0172,0179,OH AND I TRIED EVERYTHING BABY JUST TO GET ALONG WITH YOU,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000360,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
361,train,Angela Thomas Wade,Milk Cow Blues,a,0179,0184,AND NOW I'M GONNA TELL YOU WHAT I'M GONNA DO,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000361,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
362,train,Angela Thomas Wade,Milk Cow Blues,a,0184,0189,WELL I'M GONNA STOP MY CRYING AND LEAVE YOU ALONE,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000362,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
363,train,Angela Thomas Wade,Milk Cow Blues,a,0189,0196,AND IF YOU DON'T THINK I'M LEAVING BIG DADDY JUST COUNT THOSE DAYS I'M GONE YOU AIN'T GONNA SEE ME,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000363,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
364,train,Angela Thomas Wade,Milk Cow Blues,a,0196,0201,YOU AIN'T GONNA SEE MY SWEET FACE NO MORE,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000364,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
365,train,Angela Thomas Wade,Milk Cow Blues,a,0201,0210,MILK COW BLUES,Angela_Tho-Milk_Cow_B,Angela_Tho-Milk_Cow_B-0000365,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/mixture.wav,db/musdbhq_mono/train/Angela_Thomas_Wade_-_Milk_Cow_Blues/vocals.wav,44100
366,train,Atlantis Bound,It Was My Fault For Waiting,d,0000,0009,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000366,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
367,train,Atlantis Bound,It Was My Fault For Waiting,d,0009,0015,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000367,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
368,train,Atlantis Bound,It Was My Fault For Waiting,b,0015,0022,UH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000368,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
369,train,Atlantis Bound,It Was My Fault For Waiting,b,0022,0027,AH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000369,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
370,train,Atlantis Bound,It Was My Fault For Waiting,b,0027,0033,UH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000370,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
371,train,Atlantis Bound,It Was My Fault For Waiting,b,0033,0040,AH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000371,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
372,train,Atlantis Bound,It Was My Fault For Waiting,a,0040,0047,I TRIED TO MAKE EVERYTHING THAT I SEE WHAT I BELIEVE,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000372,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
373,train,Atlantis Bound,It Was My Fault For Waiting,a,0047,0052,BUT YOU ALWAYS LET ME DOWN IN THE END AND THE,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000373,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
374,train,Atlantis Bound,It Was My Fault For Waiting,a,0051,0058,AND THE MORE THAT I EXPECTED OF YOU THE MORE OUR DISTANCE GREW,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000374,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
375,train,Atlantis Bound,It Was My Fault For Waiting,a,0058,0063,AND IN THE END YOU'RE NEVER THERE,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000375,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
376,train,Atlantis Bound,It Was My Fault For Waiting,b,0063,0073,AND I KNOW YOU COULDN'T TELL THE TRUTH TO SAVE YOUR SOUL,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000376,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
377,train,Atlantis Bound,It Was My Fault For Waiting,b,0073,0080,AND I KNOW YOU WILL LEAD TO MY DEMISE,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000377,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
378,train,Atlantis Bound,It Was My Fault For Waiting,a,0080,0086,BUT I JUST IGNORE ALL THE SIGNS AND I'M NOT GONNA WAIT,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000378,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
379,train,Atlantis Bound,It Was My Fault For Waiting,a,0085,0092,FOR ANOTHER HEARTBREAK,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000379,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
380,train,Atlantis Bound,It Was My Fault For Waiting,b,0092,0098,UH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000380,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
381,train,Atlantis Bound,It Was My Fault For Waiting,b,0098,0104,AH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000381,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
382,train,Atlantis Bound,It Was My Fault For Waiting,b,0104,0109,UH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000382,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
383,train,Atlantis Bound,It Was My Fault For Waiting,b,0109,0116,AH,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000383,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
384,train,Atlantis Bound,It Was My Fault For Waiting,a,0116,0123,IS THERE AN END TO ALL THE LIES I'M SO TIRED OF CLOSING MY EYES,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000384,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
385,train,Atlantis Bound,It Was My Fault For Waiting,a,0123,0128,TO PRETEND THAT I CAN'T SEE THE TRUTH I,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000385,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
386,train,Atlantis Bound,It Was My Fault For Waiting,a,0127,0134,I'M AFRAID THAT IF I OPEN UP I THINK THE WORST THE WORST COMES OUT,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000386,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
387,train,Atlantis Bound,It Was My Fault For Waiting,a,0134,0141,SO IT'S BETTER OFF THAT I'M LEAVING YOU,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000387,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
388,train,Atlantis Bound,It Was My Fault For Waiting,b,0141,0149,AND I KNOW YOU COULDN'T TELL THE TRUTH TO,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000388,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
389,train,Atlantis Bound,It Was My Fault For Waiting,b,0149,0153,SAVE YOUR SOUL,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000389,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
390,train,Atlantis Bound,It Was My Fault For Waiting,b,0152,0162,AND I KNOW YOU WILL LEAD TO MY DEMISE BUT I JUST IGNORE ALL THE SIGNS,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000390,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
391,train,Atlantis Bound,It Was My Fault For Waiting,b,0162,0166,AND I'M NOT GONNA WAIT FOR,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000391,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
392,train,Atlantis Bound,It Was My Fault For Waiting,b,0166,0175,ANOTHER HEART BREAK,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000392,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
393,train,Atlantis Bound,It Was My Fault For Waiting,d,0175,0183,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000393,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
394,train,Atlantis Bound,It Was My Fault For Waiting,d,0183,0190,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000394,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
395,train,Atlantis Bound,It Was My Fault For Waiting,d,0190,0195,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000395,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
396,train,Atlantis Bound,It Was My Fault For Waiting,a,0195,0203,AND THIS IS THE ONE THING I REGRET,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000396,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
397,train,Atlantis Bound,It Was My Fault For Waiting,b,0202,0208,LETTING YOU IN IS MY REGRET,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000397,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
398,train,Atlantis Bound,It Was My Fault For Waiting,a,0208,0215,SO WHAT WAS I THINKING OH WHAT'S IT GONNA BE,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000398,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
399,train,Atlantis Bound,It Was My Fault For Waiting,b,0215,0220,WHAT'S IT GONNA BE AND I,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000399,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
400,train,Atlantis Bound,It Was My Fault For Waiting,b,0220,0230,I KNOW YOU COULDN'T TELL THE TRUTH TO SAVE YOUR SOUL,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000400,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
401,train,Atlantis Bound,It Was My Fault For Waiting,b,0230,0234,AND I KNOW,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000401,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
402,train,Atlantis Bound,It Was My Fault For Waiting,b,0234,0243,YOU WILL LEAD TO MY DEMISE BUT I JUST IGNORE ALL THE SIGNS AND I'M NOT GONNA WAIT FO,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000402,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
403,train,Atlantis Bound,It Was My Fault For Waiting,b,0242,0250,FOR ANOTHER HEART BREAK,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000403,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
404,train,Atlantis Bound,It Was My Fault For Waiting,d,0250,0256,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000404,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
405,train,Atlantis Bound,It Was My Fault For Waiting,d,0256,0265,<NO_VOX>,Atlantis_B-It_Was_My_,Atlantis_B-It_Was_My_-0000405,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/mixture.wav,db/musdbhq_mono/train/Atlantis_Bound_-_It_Was_My_Fault_For_Waiting/vocals.wav,44100
406,train,Auctioneer,Our Future Faces,a,0000,0008,TWO BIRDS IN A BIG TRICKY SITTING BY THE FOUNTAIN,Auctioneer-Our_Future,Auctioneer-Our_Future-0000406,db/musdbhq_mono/train/Auctioneer_-_Our_Future_Faces/mixture.wav,db/musdbhq_mono/train/Auctioneer_-_Our_Future_Faces/vocals.wav,44100
407,train,Auctioneer,Our Future Faces,a,0008,0012,BENDING CLUES TO CONTEXT,Auctioneer-Our_Future,Auctioneer-Our_Future-0000407,db/musdbhq_mono/train/Auctioneer_-_Our_Future_Faces/mixture.wav,db/musdbhq_mono/train/Auctioneer_-_Our_Future_Faces/vocals.wav,44100
