,set,artist,song,lyrics,start,stop,spk_id,utt_id,mix_file,vox_file,sr
4321,train,6,33,I HEARD THERE COULD BE MORE THAN THIS SO MUCH MORE,0104.25,0111.79,mashups_06-part_0033,mashups_06-part_0033-0004321,db/mashups_mono/train/6_33/mixture.wav,db/mashups_mono/train/6_33/vocals.wav,44100
4322,train,6,33,OUT IN THE WORLD,0111.79,0120.41,mashups_06-part_0033,mashups_06-part_0033-0004322,db/mashups_mono/train/6_33/mixture.wav,db/mashups_mono/train/6_33/vocals.wav,44100
4323,train,6,33,UH SHALALA ANOTHER DAY I'M GOING TO UH SHALALA GET AWAY,0120.41,0125.79,mashups_06-part_0033,mashups_06-part_0033-0004323,db/mashups_mono/train/6_33/mixture.wav,db/mashups_mono/train/6_33/vocals.wav,44100
4324,train,6,33,<UNK>,0125.79,0135.49,mashups_06-part_0033,mashups_06-part_0033-0004324,db/mashups_mono/train/6_33/mixture.wav,db/mashups_mono/train/6_33/vocals.wav,44100
4325,train,8,12,<NO_VOX>,0001.00,0010.82,mashups_08-part_0012,mashups_08-part_0012-0004325,db/mashups_mono/train/8_12/mixture.wav,db/mashups_mono/train/8_12/vocals.wav,44100
4326,train,8,12,THINGS ARE DIFFERENT WHEN SHE'S GONE AND I KNOW WHY KNOW WHY,0010.82,0020.64,mashups_08-part_0012,mashups_08-part_0012-0004326,db/mashups_mono/train/8_12/mixture.wav,db/mashups_mono/train/8_12/vocals.wav,44100
4327,train,8,12,NOW I TOLD HER JUST TO LIE AND AND I KNOW WHY KNOW WHY,0020.64,0030.45,mashups_08-part_0012,mashups_08-part_0012-0004327,db/mashups_mono/train/8_12/mixture.wav,db/mashups_mono/train/8_12/vocals.wav,44100
4328,train,8,12,AND I KNOW THERE'S A FIRE UNDER MY NOSE BUT,0030.45,0040.27,mashups_08-part_0012,mashups_08-part_0012-0004328,db/mashups_mono/train/8_12/mixture.wav,db/mashups_mono/train/8_12/vocals.wav,44100
4329,train,5,24,<NO_VOX>,0000.35,0010.35,mashups_05-part_0024,mashups_05-part_0024-0004329,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4330,train,5,24,THINGS ARE DIFFERENT WHEN SHE'S GONE AND I KNOW WHY KNOW WHY,0010.35,0020.35,mashups_05-part_0024,mashups_05-part_0024-0004330,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4331,train,5,24,NOW I TOLD HER JUST TO LIE AND AND I KNOW WHY KNOW WHY,0020.35,0030.35,mashups_05-part_0024,mashups_05-part_0024-0004331,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4332,train,5,24,AND I KNOW THERE'S A FIRE UNDER MY NOSE BUT,0030.35,0040.35,mashups_05-part_0024,mashups_05-part_0024-0004332,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4333,train,5,24,BUT WHEN YOU'RE NEAR ME,0040.35,0046.35,mashups_05-part_0024,mashups_05-part_0024-0004333,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4334,train,5,24,I LET IT BURN ME,0046.35,0053.35,mashups_05-part_0024,mashups_05-part_0024-0004334,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4335,train,5,24,<NO_VOX>,0053.35,0061.35,mashups_05-part_0024,mashups_05-part_0024-0004335,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4336,train,5,24,THERE'S NO BOUNDARIES FOR MY HEART AND I KNOW WHY KNOW WHY,0061.35,0072.35,mashups_05-part_0024,mashups_05-part_0024-0004336,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4337,train,5,24,IT'S SO BITTER BUT SO SWEET AND I KNOW WHY,0072.35,0079.35,mashups_05-part_0024,mashups_05-part_0024-0004337,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4338,train,5,24,KNOW WHY AND I KNOW THERE'S A,0079.35,0087.35,mashups_05-part_0024,mashups_05-part_0024-0004338,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4339,train,5,24,FIRE UNDER MY NOSE BUT WHEN,0087.35,0094.35,mashups_05-part_0024,mashups_05-part_0024-0004339,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4340,train,5,24,YOU'RE NEAR ME I LET IT BURN ME,0094.35,0107.35,mashups_05-part_0024,mashups_05-part_0024-0004340,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4341,train,5,24,<NO_VOX>,0107.35,0115.35,mashups_05-part_0024,mashups_05-part_0024-0004341,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4342,train,5,24,<NO_VOX>,0115.35,0121.35,mashups_05-part_0024,mashups_05-part_0024-0004342,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4343,train,5,24,<NO_VOX>,0121.35,0130.35,mashups_05-part_0024,mashups_05-part_0024-0004343,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4344,train,5,24,<NO_VOX>,0130.35,0135.35,mashups_05-part_0024,mashups_05-part_0024-0004344,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4345,train,5,24,<NO_VOX>,0135.35,0141.35,mashups_05-part_0024,mashups_05-part_0024-0004345,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4346,train,5,24,<NO_VOX>,0141.35,0148.35,mashups_05-part_0024,mashups_05-part_0024-0004346,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4347,train,5,24,YOU SAY YOU NEED ME FOR YOU TO GO ON I SAW YOU MEET SOMEBODY ELSE IT'S TIME FOR ME TO MOVE ON,0148.35,0159.35,mashups_05-part_0024,mashups_05-part_0024-0004347,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4348,train,5,24,YOU SAY YOU NEED ME FOR YOU TO GO ON I SAW YOU MEET SOMEBODY ELSE IT'S TIME FOR ME TO MOVE ON YOU SAY,0159.35,0169.35,mashups_05-part_0024,mashups_05-part_0024-0004348,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4349,train,5,24,YOU SAY YOU NEED ME FOR YOU TO GO ON I SAW YOU MEET SOMEBODY ELSE IT'S TIME FOR ME TO MOVE,0169.35,0179.35,mashups_05-part_0024,mashups_05-part_0024-0004349,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4350,train,5,24,ON YOU SAY YOU NEED ME FOR YOU TO GO ON I SAW YOU MEET SOMEBODY ELSE IT'S TIME FOR ME TO MOVE ON,0179.35,0190.35,mashups_05-part_0024,mashups_05-part_0024-0004350,db/mashups_mono/train/5_24/mixture.wav,db/mashups_mono/train/5_24/vocals.wav,44100
4351,train,6,30,IT'S OKAY I CAN WAIT FOR YOUR WORDS TO COME BACK,0017.63,0024.16,mashups_06-part_0030,mashups_06-part_0030-0004351,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4352,train,6,30,ANYWAY WHAT'S THE WORST YOU CAN DO,0024.16,0030.69,mashups_06-part_0030,mashups_06-part_0030-0004352,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4353,train,6,30,YOU CAN SAY AS IT TURNS HOW IT'S PERFECT FOR YOU,0030.69,0038.30,mashups_06-part_0030,mashups_06-part_0030-0004353,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4354,train,6,30,THOUGH IT HURTS WHEN YOUR WORDS GO AWAY,0038.30,0044.83,mashups_06-part_0030,mashups_06-part_0030-0004354,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4355,train,6,30,ALL THESE GIFTS WE CAN LIST IS GIVING ME SHIVERS SOMETIMES,0044.83,0052.45,mashups_06-part_0030,mashups_06-part_0030-0004355,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4356,train,6,30,ONE EARTH WHAT A BEAUTIFUL VIEW,0052.45,0058.98,mashups_06-part_0030,mashups_06-part_0030-0004356,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4357,train,6,30,YOU SURROUND DADDY'S GONE MAKES IT HARD TO GO ON,0058.98,0066.60,mashups_06-part_0030,mashups_06-part_0030-0004357,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4358,train,6,30,JUST BE GLAD THAT YOUR MUM IS WITH YOU,0066.60,0073.13,mashups_06-part_0030,mashups_06-part_0030-0004358,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4359,train,6,30,FOLLOWING ON THE WORLD WHO HAD ALWAYS BEEN THERE,0073.13,0079.66,mashups_06-part_0030,mashups_06-part_0030-0004359,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4360,train,6,30,I GUESS IT'S NOTHING NEW AM I JUST A SERVANT TO YOU,0079.66,0087.27,mashups_06-part_0030,mashups_06-part_0030-0004360,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4361,train,6,30,HE HAS FEARS IN HIS DREAMS A STILL MYSTERY TO ME BUT FOR THEM I'LL BE THANKFUL TOO,0087.27,0097.07,mashups_06-part_0030,mashups_06-part_0030-0004361,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4362,train,6,30,I JUST DON'T KNOW WHAT ELSE TO DO,0097.07,0105.77,mashups_06-part_0030,mashups_06-part_0030-0004362,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4363,train,6,30,<NO_VOX>,0105.77,0113.39,mashups_06-part_0030,mashups_06-part_0030-0004363,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4364,train,6,30,<NO_VOX>,0113.39,0121.01,mashups_06-part_0030,mashups_06-part_0030-0004364,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4365,train,6,30,<NO_VOX>,0121.01,0129.72,mashups_06-part_0030,mashups_06-part_0030-0004365,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4366,train,6,30,SHE HEARD YOU'RE DISTURBING THE WILDLIFE AGAIN,0129.72,0137.33,mashups_06-part_0030,mashups_06-part_0030-0004366,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4367,train,6,30,IT'S JUST SAD AND THAT'S ALL I CAN SAY,0137.33,0143.86,mashups_06-part_0030,mashups_06-part_0030-0004367,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4368,train,6,30,IF YOU CAN GET ALONG THAT SHE'S GONE YEAH YOU'RE DEAD,0143.86,0150.39,mashups_06-part_0030,mashups_06-part_0030-0004368,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4369,train,6,30,ONLY GOD EVER GETS IN HIS WAY,0150.39,0160.19,mashups_06-part_0030,mashups_06-part_0030-0004369,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4370,train,6,30,IT'S OKAY I CAN WAIT FOR YOUR WORDS TO COME BACK,0160.19,0167.80,mashups_06-part_0030,mashups_06-part_0030-0004370,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4371,train,6,30,ANYWAY WHAT'S THE WORST YOU CAN DO,0167.80,0174.33,mashups_06-part_0030,mashups_06-part_0030-0004371,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4372,train,6,30,COULD SAY AS IT TURNS HOW IT'S PERFECT FOR YOU,0174.33,0181.95,mashups_06-part_0030,mashups_06-part_0030-0004372,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4373,train,6,30,THOUGH IT HURTS WHEN YOUR WORDS GO AWAY,0181.95,0188.48,mashups_06-part_0030,mashups_06-part_0030-0004373,db/mashups_mono/train/6_30/mixture.wav,db/mashups_mono/train/6_30/vocals.wav,44100
4374,train,9,35,<NO_VOX>,0003.16,0010.29,mashups_09-part_0035,mashups_09-part_0035-0004374,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4375,train,9,35,<NO_VOX>,0010.29,0014.75,mashups_09-part_0035,mashups_09-part_0035-0004375,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4376,train,9,35,WHEN THE FIRE BURNS OUT AND MY HANDS FEEL NUMB,0014.75,0020.99,mashups_09-part_0035,mashups_09-part_0035-0004376,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4377,train,9,35,CAUSE OF SENSE OF SPACE AND TIME WE'RE ALL STILL YOUNG,0020.99,0026.34,mashups_09-part_0035,mashups_09-part_0035-0004377,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4378,train,9,35,WE LEVEL UP THE SILENCE IT'S NOT AS HARD AS IT SOUNDS,0026.34,0033.48,mashups_09-part_0035,mashups_09-part_0035-0004378,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4379,train,9,35,A PICTURE PERFECT FAMILY YEAH DOUBT IS NEVER AROUND,0033.48,0038.83,mashups_09-part_0035,mashups_09-part_0035-0004379,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4380,train,9,35,A DOUBT IS NEVER AROUND,0038.83,0045.07,mashups_09-part_0035,mashups_09-part_0035-0004380,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4381,train,9,35,<NO_VOX>,0045.07,0053.99,mashups_09-part_0035,mashups_09-part_0035-0004381,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4382,train,9,35,I STAND MY GROUND I'LL TAKE A BELL IF THE YEARS STAND STILL WON'T PUT ME IN MY PLACE,0053.99,0062.02,mashups_09-part_0035,mashups_09-part_0035-0004382,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4383,train,9,35,DID YOU REALLY THINK A CHANGE OF PACE WOULD CHANGE THIS FACE OR CHANGE THIS PLACE,0062.02,0068.26,mashups_09-part_0035,mashups_09-part_0035-0004383,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4384,train,9,35,<NO_VOX>,0068.26,0074.51,mashups_09-part_0035,mashups_09-part_0035-0004384,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4385,train,9,35,<NO_VOX>,0074.51,0078.97,mashups_09-part_0035,mashups_09-part_0035-0004385,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4386,train,9,35,<NO_VOX>,0078.97,0084.32,mashups_09-part_0035,mashups_09-part_0035-0004386,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4387,train,9,35,<NO_VOX>,0084.32,0090.56,mashups_09-part_0035,mashups_09-part_0035-0004387,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4388,train,9,35,WHEN THE WATER RUNS DRY AND I SEE YOUR FACE,0090.56,0097.70,mashups_09-part_0035,mashups_09-part_0035-0004388,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4389,train,9,35,YOUR BURNS COVER THE SMIRK NO ONE SAW WAS SO OUT OF PLACE,0097.70,0103.94,mashups_09-part_0035,mashups_09-part_0035-0004389,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4390,train,9,35,I MASK THE SMELL OF SMOKE EYE I COVER UP MY EARS,0103.94,0109.29,mashups_09-part_0035,mashups_09-part_0035-0004390,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4391,train,9,35,TO ONLY HEAR MY BREATHING I WANNA HEAR MY BREATHING,0109.29,0116.43,mashups_09-part_0035,mashups_09-part_0035-0004391,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4392,train,9,35,<NO_VOX>,0116.43,0122.67,mashups_09-part_0035,mashups_09-part_0035-0004392,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4393,train,9,35,<NO_VOX>,0122.67,0130.70,mashups_09-part_0035,mashups_09-part_0035-0004393,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4394,train,9,35,I STAND MY GROUND I'LL TAKE A BELL IF,0130.70,0134.26,mashups_09-part_0035,mashups_09-part_0035-0004394,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4395,train,9,35,THE YEARS STAND STILL WON'T PUT ME IN MY PLACE DID YOU REALLY THINK A CHANGE OF PACE WOULD CHANGE THIS FACE OR CHANGE THIS PLACE,0134.26,0144.07,mashups_09-part_0035,mashups_09-part_0035-0004395,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4396,train,9,35,<NO_VOX>,0144.07,0150.32,mashups_09-part_0035,mashups_09-part_0035-0004396,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4397,train,9,35,<NO_VOX>,0150.32,0155.67,mashups_09-part_0035,mashups_09-part_0035-0004397,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4398,train,9,35,<NO_VOX>,0155.67,0161.02,mashups_09-part_0035,mashups_09-part_0035-0004398,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4399,train,9,35,YOU NEVER CHANGE YEAH YOU JUST STAY THE SAME,0161.02,0167.26,mashups_09-part_0035,mashups_09-part_0035-0004399,db/mashups_mono/train/9_35/mixture.wav,db/mashups_mono/train/9_35/vocals.wav,44100
4400,train,1,57,<NO_VOX>,0000.00,0011.00,mashups_01-part_0057,mashups_01-part_0057-0004400,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4401,train,1,57,I SAW YOU TOSS THE CATS ON HIGH AND BLOW THE BIRDS ABOVE THE SKY,0011.00,0020.00,mashups_01-part_0057,mashups_01-part_0057-0004401,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4402,train,1,57,AND ALL AROUND I HEARD YOU PASS LIKE LADY SKIRTS ACROSS THE GRASS,0020.00,0029.00,mashups_01-part_0057,mashups_01-part_0057-0004402,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4403,train,1,57,OH WIND A BLOWING ALL DAY LONG,0029.00,0038.00,mashups_01-part_0057,mashups_01-part_0057-0004403,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4404,train,1,57,OH WIND THAT SEEMS SO LOUD AS SONG,0038.00,0048.00,mashups_01-part_0057,mashups_01-part_0057-0004404,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4405,train,1,57,I SAW THE DIFFERENT THINGS YOU DID BUT ALWAYS YOU YOURSELF YOU HIT,0048.00,0056.00,mashups_01-part_0057,mashups_01-part_0057-0004405,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4406,train,1,57,I FELT YOUR PUSH I HEARD YOU CRAWL I COULD NOT SEE YOURSELF AT ALL,0056.00,0064.00,mashups_01-part_0057,mashups_01-part_0057-0004406,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4407,train,1,57,OH WIND A BLOWING ALL DAY LONG,0064.00,0073.00,mashups_01-part_0057,mashups_01-part_0057-0004407,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4408,train,1,57,OH WIND THAT SEEMS SO LOUD AS SONG,0073.00,0082.00,mashups_01-part_0057,mashups_01-part_0057-0004408,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4409,train,1,57,OH WIND,0082.00,0087.00,mashups_01-part_0057,mashups_01-part_0057-0004409,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4410,train,1,57,OH WIND THAT SEEMS SO LOUD AS SONG,0087.00,0096.00,mashups_01-part_0057,mashups_01-part_0057-0004410,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4411,train,1,57,OH YOU THAT ARE SO STRONG AND COLD,0096.00,0102.00,mashups_01-part_0057,mashups_01-part_0057-0004411,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4412,train,1,57,OH BLOWER ARE YOU YOUNG OR OLD,0102.00,0107.00,mashups_01-part_0057,mashups_01-part_0057-0004412,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4413,train,1,57,ARE YOU A BEAST OF FIELD AND TREE OR JUST A STRONGER CHILD THAN ME,0107.00,0114.00,mashups_01-part_0057,mashups_01-part_0057-0004413,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4414,train,1,57,OH WIND,0114.00,0120.00,mashups_01-part_0057,mashups_01-part_0057-0004414,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4415,train,1,57,OH WIND OH OH,0120.00,0126.00,mashups_01-part_0057,mashups_01-part_0057-0004415,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4416,train,1,57,OH OH OH,0126.00,0133.00,mashups_01-part_0057,mashups_01-part_0057-0004416,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4417,train,1,57,OH UH,0133.00,0138.00,mashups_01-part_0057,mashups_01-part_0057-0004417,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4418,train,1,57,OH WIND A BLOWING ALL DAY LONG,0138.00,0146.00,mashups_01-part_0057,mashups_01-part_0057-0004418,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4419,train,1,57,OH OH OH WIND THAT SEEMS SO LOUD AS SONG OH,0146.00,0156.00,mashups_01-part_0057,mashups_01-part_0057-0004419,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4420,train,1,57,OH OH WIND OH OH OH WIND,0156.00,0164.00,mashups_01-part_0057,mashups_01-part_0057-0004420,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4421,train,1,57,THAT SEEMS SO LOUD AS SONG,0164.00,0170.00,mashups_01-part_0057,mashups_01-part_0057-0004421,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4422,train,1,57,OH WIND,0170.00,0174.00,mashups_01-part_0057,mashups_01-part_0057-0004422,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4423,train,1,57,A BLOWING ALL DAY LONG,0174.00,0187.48,mashups_01-part_0057,mashups_01-part_0057-0004423,db/mashups_mono/train/1_57/mixture.wav,db/mashups_mono/train/1_57/vocals.wav,44100
4424,train,6,64,<NO_VOX>,0001.79,0014.22,mashups_06-part_0064,mashups_06-part_0064-0004424,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4425,train,6,64,<NO_VOX>,0014.22,0026.64,mashups_06-part_0064,mashups_06-part_0064-0004425,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4426,train,6,64,<NO_VOX>,0026.64,0039.07,mashups_06-part_0064,mashups_06-part_0064-0004426,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4427,train,6,64,<NO_VOX>,0039.07,0050.25,mashups_06-part_0064,mashups_06-part_0064-0004427,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4428,train,6,64,UNFLINCHING FOOT AGAINST FOOT WAS SET UNCEASING BLOW BY BLOW WAS MET THE GROANS OF THOSE WHO FELL,0050.25,0061.43,mashups_06-part_0064,mashups_06-part_0064-0004428,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4429,train,6,64,WERE DROWNED AMID THE SHRILLER CLANG THAT FROM THE BLADES AND HARNESS RANG,0061.43,0075.10,mashups_06-part_0064,mashups_06-part_0064-0004429,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4430,train,6,64,AND IN THE BATTLE YELL,0075.10,0081.31,mashups_06-part_0064,mashups_06-part_0064-0004430,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4431,train,6,64,YET FAST THEY FELL UNHEARD FORGOT,0081.31,0090.01,mashups_06-part_0064,mashups_06-part_0064-0004431,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4432,train,6,64,BOTH SOUTHERN FIERCE AND HARDY SCOT,0090.01,0098.70,mashups_06-part_0064,mashups_06-part_0064-0004432,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4433,train,6,64,<NO_VOX>,0098.70,0111.13,mashups_06-part_0064,mashups_06-part_0064-0004433,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4434,train,6,64,AND OH AMID THAT WASTE OF LIFE WHAT VARIOUS MOTIVES FIRED THE STRIFE,0111.13,0119.83,mashups_06-part_0064,mashups_06-part_0064-0004434,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4435,train,6,64,THE ASPIRING NOBLE BLED FOR FAME THE PATRIOT FOR HIS COUNTRY'S CLAIM,0119.83,0128.52,mashups_06-part_0064,mashups_06-part_0064-0004435,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4436,train,6,64,<NO_VOX>,0128.52,0140.95,mashups_06-part_0064,mashups_06-part_0064-0004436,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4437,train,6,64,<NO_VOX>,0140.95,0147.16,mashups_06-part_0064,mashups_06-part_0064-0004437,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
4438,train,6,64,BANNOCK BURN,0147.16,0158.34,mashups_06-part_0064,mashups_06-part_0064-0004438,db/mashups_mono/train/6_64/mixture.wav,db/mashups_mono/train/6_64/vocals.wav,44100
